Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
Second Class,Consumer,United States,Escondido,California,92025,West,Office Supplies,Art,53.94,3,0.0,15.6426,2022-12-23 07:01:55.640948664,2022-12
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,9.99,1,0.0,4.5954,2023-01-28 00:56:11.960372260,2023-01
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,125.76,3,0.2,40.872,2023-11-26 11:51:34.205944160,2023-11
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,25.32,5,0.2,9.1785,2023-08-06 10:35:29.090363256,2023-08
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,46.8,4,0.0,21.06,2023-05-23 08:59:30.819573704,2023-05
Same Day,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,447.93,9,0.0,49.2723,2022-03-14 17:34:23.164214950,2022-03
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,109.48,2,0.0,33.9388,2023-05-06 07:17:55.352746920,2023-05
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0.0,0.0,2023-03-28 20:36:49.066346440,2023-03
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2022-10-17 00:46:15.382767936,2022-10
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,31.92,4,0.0,8.2992,2023-11-11 18:11:33.845691984,2023-11
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,22.38,2,0.0,10.7424,2023-12-30 01:14:21.362954064,2023-12
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,16.52,5,0.2,5.5755,2023-02-22 03:13:14.356049232,2023-02
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Binders,5.176,4,0.8,-7.764,2022-09-13 23:38:49.030321224,2022-09
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,50.112,6,0.2,16.2864,2023-12-07 12:14:02.990093064,2023-12
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Supplies,27.93,3,0.0,8.0997,2023-12-22 21:39:30.099069344,2023-12
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,11.56,4,0.0,5.4332,2023-06-10 19:57:02.755929152,2023-06
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Furniture,Chairs,172.5,2,0.0,51.75,2022-12-21 06:00:32.422695888,2022-12
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,179.97,3,0.0,44.9925,2023-03-29 00:06:55.010507352,2023-03
Second Class,Home Office,United States,Houston,Texas,77070,Central,Technology,Accessories,258.696,3,0.2,64.674,2022-04-20 11:59:21.092764936,2022-04
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Phones,1322.93,7,0.0,357.1911,2022-12-03 07:18:21.290903632,2022-12
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,3.76,2,0.0,1.0904,2023-10-18 18:10:16.031221856,2023-10
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,21.744,1,0.2,7.3386,2022-08-13 04:17:13.203242268,2022-08
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,7.92,5,0.2,0.693,2023-10-05 08:01:09.168417888,2023-10
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,12.096,7,0.2,4.2336,2022-04-28 19:34:59.909936956,2022-04
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,485.88,6,0.0,9.7176,2023-04-22 01:53:15.797057936,2023-04
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,25.92,4,0.0,12.4416,2023-03-24 22:04:08.574001800,2023-03
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,197.58,2,0.0,53.3466,2022-03-15 09:19:49.912939057,2022-03
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,81.92,4,0.0,22.1184,2023-02-03 02:15:18.643050136,2023-02
Second Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,889.536,8,0.2,66.7152,2023-03-28 11:51:34.205944160,2023-03
Second Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,89.2224,2023-02-22 10:13:26.244371056,2023-02
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,223.92,4,0.0,109.7208,2022-07-10 23:39:40.906634644,2022-07
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,23.12,4,0.0,11.3288,2022-04-17 15:42:25.181627138,2022-04
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Paper,15.552,3,0.2,5.4432,2022-04-22 04:15:29.450615430,2022-04
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Furniture,Furnishings,15.712,4,0.2,2.5532,2023-03-16 21:28:41.645151608,2023-03
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Storage,24.672,2,0.2,2.1588,2022-07-02 03:48:41.284899430,2022-07
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Furniture,Furnishings,55.968,1,0.2,-2.0988,2022-05-22 23:06:23.668567998,2022-05
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,431.928,9,0.2,64.7892,2023-11-18 14:46:13.221254880,2023-11
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,95.984,4,0.3,-4.1136,2022-11-26 00:13:24.082858000,2022-11
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1088.792,4,0.8,-1850.9464,2022-04-08 14:36:16.643650555,2022-04
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,544.008,3,0.2,40.8006,2023-10-29 06:17:24.010807568,2023-10
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,1.872,3,0.7,-1.4352,2022-02-12 03:58:37.862503752,2022-02
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,854.352,3,0.2,10.6794,2022-05-30 06:11:20.876613630,2022-05
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,593.568,2,0.2,0.0,2022-10-26 10:37:38.781146804,2022-10
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,338.04,3,0.2,-33.804,2022-11-27 00:44:05.691984388,2022-11
First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,271.96,5,0.2,16.9975,2023-11-11 14:41:27.901531072,2023-11
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363,2022-11-06 14:30:13.509456620,2022-11
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,3,0.2,3.2004,2022-08-21 11:52:52.020414288,2022-08
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943,2023-08-17 03:57:45.986190336,2023-08
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,41.86,7,0.0,10.465,2023-08-16 08:42:13.293305312,2023-08
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,8.544,2,0.2,2.8836,2023-09-19 20:50:39.087361152,2023-09
Second Class,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,579.136,4,0.2,21.7176,2023-01-30 08:57:47.066946864,2023-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.372,2,0.3,-48.4704,2023-05-11 11:36:26.370459320,2023-05
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.036,2,0.7,-2.3276,2022-06-15 03:52:08.790153106,2022-06
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.503,1,0.7,-3.6024,2023-01-13 10:46:17.544280996,2023-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.672,1,0.2,1.5768,2023-11-15 13:14:08.393875712,2023-11
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,95.88,3,0.2,28.764,2023-10-21 10:57:05.998198736,2023-10
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,17.024,2,0.2,1.7024,2022-03-23 15:10:25.758030621,2022-03
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,258.696,3,0.2,64.674,2023-07-05 22:14:05.151606120,2023-07
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.958,7,0.4,-386.3916,2022-10-23 19:35:51.786250376,2022-10
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,249.75,9,0.0,44.955,2023-09-07 07:42:07.889522664,2023-09
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,255.936,8,0.2,28.7928,2023-10-11 00:35:00.990693488,2023-10
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,0.0,20.4822,2022-01-08 01:49:48.291804263,2022-01
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,78.15,1,0.0,34.386,2023-01-03 19:39:45.229660764,2023-01
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1.728,1,0.2,0.6048,2022-05-15 09:01:14.572200540,2022-05
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,0.0,19.8744,2023-08-28 07:50:20.714500152,2023-08
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,182.94,3,0.0,3.6588,2022-03-24 22:41:19.255478835,2022-03
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,193.86,2,0.0,11.6316,2023-02-12 08:36:36.097268088,2023-02
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872,2022-05-26 23:24:07.132993094,2022-05
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,8.73,1,0.0,2.9682,2023-07-20 07:08:50.651456016,2023-07
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,5.68,2,0.0,1.7608,2022-11-17 11:22:36.349444612,2022-11
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Art,2.78,2,0.0,0.7228,2023-01-03 07:24:24.425097568,2023-01
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Envelopes,79.96,2,0.0,35.982,2022-11-10 09:32:48.057640348,2022-11
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Technology,Copiers,839.988,2,0.4,69.999,2022-08-04 18:56:31.413989792,2022-08
Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,47.952,3,0.2,13.7862,2023-08-18 14:58:45.427799456,2023-08
Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Binders,37.425,5,0.7,-29.94,2022-02-28 13:54:46.580606424,2022-02
Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,63.968,2,0.2,0.0,2022-06-07 03:16:41.861302912,2022-06
Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,165.048,3,0.2,41.262,2023-06-05 12:08:25.794055840,2023-06
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.35,1,0.0,5.434,2022-03-16 22:05:52.326628640,2022-03
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,40.97,1,0.0,10.6522,2022-07-05 07:05:49.084359052,2022-07
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,22.96,2,0.0,10.7912,2022-08-14 17:03:15.616931852,2022-08
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,22.0,4,0.0,5.5,2022-05-21 15:35:30.171119784,2022-05
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,398.352,3,0.2,124.485,2022-03-14 19:19:26.136295407,2022-03
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,8.72,4,0.0,3.5752,2022-12-27 03:49:33.161212848,2022-12
Standard Class,Consumer,United States,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,48.69,9,0.0,23.8581,2023-04-21 10:07:49.048333832,2023-04
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,764.688,6,0.2,95.586,2023-08-16 17:27:28.153707592,2023-08
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,3610.848,12,0.2,135.4068,2023-02-27 14:31:57.262083456,2023-02
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Bookcases,254.9745,3,0.15,11.9988,2023-09-05 18:56:05.475833080,2023-09
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,38.82,6,0.0,17.469,2022-05-01 03:36:35.016511558,2022-05
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1141.938,9,0.1,139.5702,2022-12-20 23:00:20.534374060,2022-12
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,1704.56,13,0.0,511.368,2022-01-06 21:49:00.738516961,2022-01
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.2,2,0.0,1.376,2023-07-13 00:03:53.443410384,2023-07
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,1099.96,4,0.0,285.9896,2022-08-29 19:28:30.837586312,2022-08
Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,5.248,2,0.2,0.5904,2023-01-03 02:09:15.508856200,2023-01
Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Technology,Phones,35.91,3,0.4,-8.379,2023-07-07 21:30:25.397778448,2023-07
Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,6.696,1,0.2,0.5022,2023-11-13 13:57:48.147703392,2023-11
Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,43.872,2,0.2,11.5164,2022-10-19 01:47:38.601020716,2022-10
Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.882,3,0.7,-20.4468,2023-05-08 08:19:18.570999696,2023-05
Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,540.048,3,0.2,-47.2542,2022-08-05 14:12:04.106874812,2022-08
Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,255.68,8,0.2,76.704,2022-03-02 20:11:18.715100570,2022-03
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,863.88,3,0.2,107.985,2023-05-31 18:20:12.608826176,2023-05
Standard Class,Corporate,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,17.616,4,0.7,-14.0928,2023-06-16 14:15:57.550285200,2023-06
Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,17.472,3,0.2,6.3336,2022-01-12 03:52:34.728309816,2022-01
First Class,Consumer,United States,La Porte,Indiana,46350,Central,Technology,Phones,69.9,2,0.0,18.873,2023-10-11 14:35:24.767337136,2023-10
First Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,41.85,5,0.0,10.881,2022-08-07 08:13:15.436805764,2022-08
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,6.57,3,0.0,1.7739,2022-09-03 20:16:55.911137796,2022-09
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,142.86,1,0.0,41.4294,2022-04-02 01:01:49.156409487,2022-04
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,292.272,6,0.2,18.267,2022-12-18 18:28:51.371960372,2022-12
Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Furniture,Furnishings,29.328,3,0.2,3.666,2023-01-17 23:19:21.813269288,2023-01
Standard Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Paper,12.48,2,0.0,5.616,2022-01-19 16:12:40.852596817,2022-01
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,102.336,4,0.2,-12.792,2023-03-03 13:04:37.754428096,2023-03
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,48.792,3,0.8,-126.8592,2022-10-16 14:15:57.550285200,2022-10
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,44.848,8,0.8,-67.272,2023-08-27 02:04:30.189132392,2023-08
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2022-01-23 18:15:27.289102371,2022-01
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Chairs,388.43,5,0.3,-88.784,2022-02-04 19:08:37.682377664,2022-02
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,14.352,3,0.2,5.2026,2022-08-09 05:44:32.710897628,2022-08
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,63.992,1,0.2,-7.1991,2023-01-14 11:16:59.153407384,2023-01
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,86.352,3,0.2,5.397,2022-04-04 02:03:12.374662263,2022-04
First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,32.97,3,0.0,12.8583,2023-12-18 12:36:31.774241968,2023-12
